bsr,db,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap,sn,f10.7obs,f10.7adj,d,epoch,f10.7_81
2594,19,1.667,2.333,1.0,1.333,2.0,1.667,1.0,1.0,6,9,4,5,7,6,4,4,6,122,158.4,155.9,2,2023-11-02,149.05061728395063
2594,20,0.667,0.667,1.0,1.0,0.667,0.333,0.0,0.0,3,3,4,4,3,2,0,0,2,121,156.1,153.6,2,2023-11-03,149.05061728395063
2594,21,0.667,0.333,1.0,0.667,1.667,2.667,4.667,4.0,3,2,4,3,6,12,39,27,12,92,155.3,152.7,2,2023-11-04,149.05061728395063
2594,22,2.667,2.0,1.667,5.667,6.333,7.333,6.667,4.667,12,7,6,67,94,154,111,39,61,91,154.8,152.2,2,2023-11-05,149.05061728395063
2594,23,4.0,5.667,4.667,4.333,2.667,3.667,5.333,4.333,27,67,39,32,12,22,56,32,36,77,146.2,143.6,2,2023-11-06,149.05061728395063
2594,24,5.0,3.667,2.333,2.333,2.667,3.0,3.0,3.0,48,22,9,9,12,15,15,15,18,78,145.1,142.5,2,2023-11-07,149.05061728395063
2594,25,2.333,3.667,3.333,3.333,1.333,2.0,4.0,3.0,9,22,18,18,5,7,27,15,15,113,145.7,143.1,2,2023-11-08,149.05061728395063
2594,26,2.667,2.333,3.0,2.0,2.0,1.667,3.0,2.667,12,9,15,7,7,6,15,12,10,99,138.7,136.1,2,2023-11-09,149.05061728395063
2594,27,2.333,3.333,2.0,1.667,2.0,1.667,1.0,1.667,9,18,7,6,7,6,4,6,8,94,143.9,141.1,2,2023-11-10,149.05061728395063
2595,1,1.333,1.333,1.667,0.667,1.0,0.667,0.667,0.333,5,5,6,3,4,3,3,2,4,81,141.5,138.7,2,2023-11-11,149.05061728395063
2595,2,0.333,1.0,4.0,2.667,2.0,1.333,1.0,2.667,2,4,27,12,7,5,4,12,9,82,137.2,134.4,2,2023-11-12,149.05061728395063
2595,3,5.0,3.667,1.0,1.667,3.0,2.667,1.667,0.667,48,22,4,6,15,12,6,3,14,73,132.7,130.0,2,2023-11-13,149.05061728395063
2595,4,2.0,0.667,0.0,0.667,1.667,3.0,2.0,0.667,7,3,0,3,6,15,7,3,6,60,123.8,121.2,2,2023-11-14,149.05061728395063
2595,5,2.667,2.0,2.333,1.667,3.333,3.0,3.333,2.667,12,7,9,6,18,15,18,12,12,33,118.9,116.4,2,2023-11-15,149.05061728395063
2595,6,1.333,0.667,2.0,1.667,1.667,2.0,1.333,2.0,5,3,7,6,6,7,5,7,6,30,117.9,115.3,2,2023-11-16,149.05061728395063
2595,7,0.0,0.0,0.0,0.667,0.667,2.0,1.333,0.0,0,0,0,3,3,7,5,0,2,26,119.6,116.9,2,2023-11-17,149.05061728395063
2595,8,0.0,0.333,0.0,0.0,0.0,0.0,0.667,1.333,0,2,0,0,0,0,3,5,1,32,127.1,124.2,2,2023-11-18,149.05061728395063
2595,9,0.333,0.333,1.0,1.0,0.667,0.0,1.0,1.0,2,2,4,4,3,0,4,4,3,68,140.1,136.8,2,2023-11-19,149.05061728395063
2595,10,0.667,0.667,1.333,1.667,1.333,1.333,1.0,1.0,3,3,5,6,5,5,4,4,4,96,156.5,152.8,2,2023-11-20,149.05061728395063
2595,11,1.0,2.333,4.333,3.333,3.333,3.667,3.0,4.0,4,9,32,18,18,22,15,27,18,153,171.5,167.3,2,2023-11-21,149.05061728395063
2595,12,4.0,5.0,5.333,4.333,3.333,4.0,3.667,2.333,27,48,56,32,18,27,22,9,30,160,189.5,184.8,2,2023-11-22,149.05061728395063
2595,13,3.0,2.667,2.333,1.0,1.333,0.333,0.0,0.333,15,12,9,4,5,2,0,2,6,186,194.2,189.3,2,2023-11-23,149.05061728395063
2595,14,2.0,1.667,1.0,1.667,2.0,2.0,2.667,2.333,7,6,4,6,7,7,12,9,7,167,178.0,173.5,2,2023-11-24,149.05061728395063
2595,15,3.0,3.333,4.0,4.667,4.667,4.667,6.333,3.667,15,18,27,39,39,39,94,22,37,177,176.4,171.9,2,2023-11-25,149.05061728395063
2595,16,4.0,2.667,3.0,1.333,1.667,0.0,0.667,1.333,27,12,15,5,6,0,3,5,9,171,180.2,175.5,2,2023-11-26,149.05061728395063
2595,17,1.333,1.333,1.667,1.667,2.0,2.333,1.333,2.0,5,5,6,6,7,9,5,7,6,158,187.3,182.3,2,2023-11-27,149.05061728395063
2595,18,1.333,2.0,2.0,1.667,1.333,2.0,1.667,1.333,5,7,7,6,5,7,6,5,6,150,254.6,247.8,2,2023-11-28,149.05061728395063
2595,19,0.667,1.667,1.333,0.667,1.0,0.667,1.667,0.667,3,6,5,3,4,3,6,3,4,161,170.6,166.0,2,2023-11-29,149.05061728395063
2595,20,1.667,2.333,1.0,1.0,1.333,0.333,1.0,0.333,6,9,4,4,5,2,4,2,4,148,166.5,162.0,2,2023-11-30,149.05061728395063
2595,21,4.333,3.667,4.0,6.667,6.0,4.667,5.333,5.0,32,22,27,111,80,39,56,48,52,123,162.0,157.6,2,2023-12-01,149.05061728395063
2595,22,5.333,4.0,1.333,0.667,0.667,1.333,0.667,1.333,56,27,5,3,3,5,3,5,13,100,148.2,144.0,2,2023-12-02,149.05061728395063
2595,23,2.333,2.667,2.667,2.0,2.667,3.0,2.0,1.667,9,12,12,7,12,15,7,6,10,104,139.2,135.2,2,2023-12-03,149.05061728395063
2595,24,2.0,2.667,2.667,2.667,2.667,1.667,1.333,1.0,7,12,12,12,12,6,5,4,9,113,137.8,133.9,2,2023-12-04,149.05061728395063
2595,25,3.0,3.333,2.667,3.333,3.333,2.667,2.333,2.333,15,18,12,18,18,12,9,9,14,107,141.6,137.5,2,2023-12-05,149.05061728395063
2595,26,2.667,2.333,2.333,2.333,2.667,3.0,2.0,1.667,12,9,9,9,12,15,7,6,10,134,129.9,126.1,2,2023-12-06,149.05061728395063
2595,27,1.0,1.0,1.0,1.0,0.667,0.667,2.0,2.0,4,4,4,4,3,3,7,7,4,125,134.6,130.6,2,2023-12-07,149.05061728395063
2596,1,1.0,0.333,0.667,1.0,0.667,1.667,2.0,1.333,4,2,3,4,3,6,7,5,4,113,132.6,128.6,2,2023-12-08,149.05061728395063
2596,2,0.0,0.0,0.667,0.0,0.333,0.667,0.333,0.0,0,0,3,0,2,3,2,0,1,127,127.9,124.1,2,2023-12-09,149.05061728395063
2596,3,0.667,0.667,0.667,0.333,0.667,0.667,1.333,0.667,3,3,3,2,3,3,5,3,3,123,126.6,122.8,2,2023-12-10,149.05061728395063
2596,4,0.0,1.0,0.0,0.0,0.333,0.333,0.0,0.0,0,4,0,0,2,2,0,0,1,92,125.9,122.1,2,2023-12-11,149.05061728395063
2596,5,0.0,1.333,0.667,0.667,3.333,3.333,2.333,0.667,0,5,3,3,18,18,9,3,7,96,126.2,122.3,2,2023-12-12,149.05061728395063
2596,6,0.667,2.0,1.333,1.0,1.333,2.667,2.333,2.333,3,7,5,4,5,12,9,9,7,110,134.8,130.7,2,2023-12-13,149.05061728395063
2596,7,3.667,4.333,3.0,3.333,2.667,2.0,1.0,2.0,22,32,15,18,12,7,4,7,15,117,155.1,150.3,2,2023-12-14,149.05061728395063
2596,8,1.333,0.667,0.333,2.667,3.0,3.0,3.333,3.0,5,3,2,12,15,15,18,15,11,114,144.3,139.8,2,2023-12-15,149.05061728395063
2596,9,3.333,4.0,3.0,1.667,2.667,0.667,2.667,2.667,18,27,15,6,12,3,12,12,13,124,149.0,144.3,2,2023-12-16,149.05061728395063
2596,10,3.333,4.667,4.333,4.667,5.333,5.333,2.333,3.333,18,39,32,39,56,56,9,18,33,112,154.6,149.7,2,2023-12-17,149.05061728395063
2596,11,2.333,3.333,5.333,3.667,3.333,3.0,3.0,4.333,9,18,56,22,18,15,15,32,23,138,161.4,156.3,2,2023-12-18,149.05061728395063
2596,12,3.667,3.333,2.0,1.667,1.667,2.0,2.0,2.667,22,18,7,6,6,7,7,12,11,150,179.3,173.5,2,2023-12-19,149.05061728395063
2596,13,4.0,3.0,2.333,1.667,2.0,2.667,1.333,0.667,27,15,9,6,7,12,5,3,10,149,195.3,189.1,2,2023-12-20,149.05061728395063
2596,14,2.667,0.333,0.333,2.0,0.667,1.333,0.333,0.0,12,2,2,7,3,5,2,0,4,152,193.6,187.4,2,2023-12-21,149.05061728395063
2596,15,0.333,1.333,1.0,0.333,0.0,0.333,0.333,0.333,2,5,4,2,0,2,2,2,2,148,186.7,180.7,2,2023-12-22,149.05061728395063
2596,16,0.333,0.333,2.0,0.667,2.0,2.667,0.667,1.0,2,2,7,3,7,12,3,4,5,138,174.2,168.6,2,2023-12-23,149.05061728395063
2596,17,2.667,2.667,2.667,3.0,2.333,1.0,1.0,0.667,12,12,12,15,9,4,4,3,9,117,183.4,177.4,2,2023-12-24,149.05061728395063
2596,18,0.333,1.0,0.667,0.333,0.333,1.0,1.333,0.0,2,4,3,2,2,4,5,0,3,113,166.7,161.3,2,2023-12-25,149.05061728395063
2596,19,0.333,1.667,1.333,1.667,1.667,1.333,1.0,0.667,2,6,5,6,6,5,4,3,5,110,154.2,149.1,2,2023-12-26,149.05061728395063
2596,20,2.0,1.667,1.0,1.333,0.333,0.667,0.667,0.333,7,6,4,5,2,3,3,2,4,76,149.4,144.5,2,2023-12-27,149.05061728395063
2596,21,0.0,0.0,0.667,0.333,0.333,0.333,0.0,1.667,0,0,3,2,2,2,0,6,2,95,146.7,141.8,2,2023-12-28,149.05061728395063
2596,22,1.333,1.0,1.333,2.0,1.667,0.667,1.667,2.333,5,4,5,7,6,3,6,9,6,83,142.9,138.2,2,2023-12-29,149.05061728395063
2596,23,1.0,2.333,1.333,0.333,0.667,1.0,1.0,0.0,4,9,5,2,3,4,4,0,4,65,139.7,135.1,2,2023-12-30,149.05061728395063
2596,24,0.0,0.667,0.333,0.333,0.333,0.667,1.0,1.333,0,3,2,2,2,3,4,5,3,52,146.2,141.4,2,2023-12-31,161.8037037037037
2596,25,0.667,0.333,0.667,1.333,2.0,3.0,3.333,4.0,3,2,3,5,7,15,18,27,10,55,135.7,131.2,2,2024-01-01,161.8037037037037
2596,26,2.667,2.333,0.667,2.0,2.333,2.667,2.0,0.667,12,9,3,7,9,12,7,3,8,68,142.1,137.4,2,2024-01-02,161.8037037037037
2596,27,2.667,2.667,1.0,1.667,1.667,2.667,3.333,3.0,12,12,4,6,6,12,18,15,11,59,140.2,135.5,2,2024-01-03,161.8037037037037
2597,1,1.333,0.667,1.667,0.667,0.667,1.333,1.0,2.667,5,3,6,3,3,5,4,12,5,100,125.8,121.6,2,2024-01-04,161.8037037037037
2597,2,2.0,1.667,0.333,1.0,1.333,1.667,0.333,0.333,7,6,2,4,5,6,2,2,4,119,152.7,147.6,2,2024-01-05,161.8037037037037
2597,3,0.333,1.0,0.0,0.0,0.0,0.0,0.667,1.0,2,4,0,0,0,0,3,4,2,148,159.4,154.1,2,2024-01-06,161.8037037037037
2597,4,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.0,0,0,0,2,2,2,0,0,1,172,167.1,161.6,2,2024-01-07,161.8037037037037
2597,5,0.0,0.0,0.0,0.333,1.0,0.667,1.333,2.0,0,0,0,2,4,3,5,7,3,162,176.2,170.4,2,2024-01-08,161.8037037037037
2597,6,2.333,1.0,2.333,0.667,0.667,1.333,0.333,1.0,9,4,9,3,3,5,2,4,5,158,175.9,170.1,2,2024-01-09,161.8037037037037
2597,7,1.333,1.667,1.333,2.0,2.333,1.667,2.0,1.667,5,6,5,7,9,6,7,6,6,178,186.0,179.9,2,2024-01-10,161.8037037037037
2597,8,0.667,1.333,1.667,1.333,2.0,1.333,0.667,1.667,3,5,6,5,7,5,3,6,5,186,192.5,186.2,2,2024-01-11,161.8037037037037
2597,9,0.0,1.333,0.333,1.0,1.333,1.333,0.667,1.0,0,5,2,4,5,5,3,4,4,182,186.4,180.3,2,2024-01-12,161.8037037037037
2597,10,0.333,0.0,0.333,0.667,0.667,0.667,0.333,0.667,2,0,2,3,3,3,2,3,2,181,185.4,179.4,2,2024-01-13,161.8037037037037
2597,11,0.667,1.333,1.667,2.0,1.667,2.0,2.0,2.0,3,5,6,7,6,7,7,7,6,161,187.9,181.7,2,2024-01-14,161.8037037037037
2597,12,1.0,0.667,1.667,1.667,2.333,0.333,1.333,1.667,4,3,6,6,9,2,5,6,5,140,182.5,176.6,2,2024-01-15,161.8037037037037
2597,13,2.667,2.0,0.667,0.667,0.667,1.0,1.0,0.333,12,7,3,3,3,4,4,2,5,134,179.6,173.8,2,2024-01-16,161.8037037037037
2597,14,0.667,0.333,1.333,0.667,0.667,0.667,0.667,1.0,3,2,5,3,3,3,3,4,3,147,174.1,168.5,2,2024-01-17,161.8037037037037
2597,15,1.0,1.0,1.0,1.667,1.333,1.333,2.333,2.333,4,4,4,6,5,5,9,9,6,130,162.3,157.1,2,2024-01-18,161.8037037037037
2597,16,1.333,2.667,1.667,1.333,1.667,1.667,1.333,2.333,5,12,6,5,6,6,5,9,7,143,157.4,152.4,2,2024-01-19,161.8037037037037
2597,17,1.667,2.333,1.333,1.0,2.0,1.667,1.333,1.333,6,9,5,4,7,6,5,5,6,134,166.3,161.0,2,2024-01-20,161.8037037037037
2597,18,0.0,1.333,1.333,2.0,1.667,1.0,0.667,1.0,0,5,5,7,6,4,3,4,4,155,178.5,172.9,2,2024-01-21,161.8037037037037
2597,19,0.667,0.333,1.0,1.333,1.667,2.0,3.0,3.333,3,2,4,5,6,7,15,18,8,166,196.1,189.9,2,2024-01-22,161.8037037037037
2597,20,2.0,2.667,1.667,1.0,1.333,1.0,1.0,2.0,7,12,6,4,5,4,4,7,6,148,180.3,174.7,2,2024-01-23,161.8037037037037
2597,21,3.333,3.0,3.0,1.667,1.333,0.333,0.333,0.333,18,15,15,6,5,2,2,2,8,124,172.0,166.6,2,2024-01-24,161.8037037037037
2597,22,0.333,0.667,0.667,1.333,1.667,1.667,1.333,2.333,2,3,3,5,6,6,5,9,5,92,160.5,155.6,2,2024-01-25,161.8037037037037
2597,23,0.333,1.333,0.333,0.667,2.0,1.667,1.333,1.667,2,5,2,3,7,6,5,6,4,83,156.7,151.9,2,2024-01-26,161.8037037037037
2597,24,2.333,1.333,1.0,1.0,0.667,0.667,0.667,0.667,9,5,4,4,3,3,3,3,4,64,148.1,143.6,2,2024-01-27,161.8037037037037
2597,25,0.667,1.0,1.0,2.0,1.333,1.667,3.0,3.0,3,4,4,7,5,6,15,15,7,68,141.1,136.8,2,2024-01-28,161.8037037037037
2597,26,2.667,2.0,1.0,0.667,2.333,2.0,2.333,2.0,12,7,4,3,9,7,9,7,7,74,140.3,136.1,2,2024-01-29,161.8037037037037
2597,27,2.0,2.333,1.667,1.667,1.0,1.0,2.333,2.0,7,9,6,6,4,4,9,7,6,74,135.0,131.0,2,2024-01-30,161.8037037037037
2598,1,2.0,2.333,1.333,1.333,1.333,2.0,2.0,1.0,7,9,5,5,5,7,7,4,6,100,136.2,132.2,2,2024-01-31,161.8037037037037
2598,2,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.333,4,4,7,7,4,7,7,2,5,117,136.9,132.9,2,2024-02-01,161.8037037037037
2598,3,0.333,0.333,1.0,0.667,0.667,0.667,0.333,0.0,2,2,4,3,3,3,2,0,2,122,142.6,138.5,2,2024-02-02,161.8037037037037
2598,4,0.0,0.667,0.333,0.333,0.0,0.667,0.0,0.333,0,3,2,2,0,3,0,2,2,124,156.4,152.0,2,2024-02-03,161.8037037037037
2598,5,0.667,1.333,0.667,1.333,0.667,1.333,2.0,3.0,3,5,3,5,3,5,7,15,6,135,170.4,165.6,2,2024-02-04,161.8037037037037
2598,6,0.0,0.333,1.333,1.0,2.0,2.333,1.667,2.667,0,2,5,4,7,9,6,12,6,158,173.4,168.6,2,2024-02-05,161.8037037037037
2598,7,3.0,2.0,1.333,1.667,1.667,1.667,2.0,0.667,15,7,5,6,6,6,7,3,7,159,190.3,185.1,2,2024-02-06,161.8037037037037
2598,8,0.0,0.333,1.333,1.333,1.333,0.667,0.667,0.667,0,2,5,5,5,3,3,3,3,148,188.4,183.3,2,2024-02-07,161.8037037037037
2598,9,0.667,1.0,0.667,1.333,1.667,1.667,1.667,0.333,3,4,3,5,6,6,6,2,4,161,185.0,180.0,2,2024-02-08,161.8037037037037
2598,10,0.667,0.0,0.333,1.333,2.0,0.333,1.0,3.0,3,0,2,5,7,2,4,15,5,127,183.4,178.6,2,2024-02-09,161.8037037037037
2598,11,0.667,0.667,1.333,2.333,1.667,0.667,0.333,0.667,3,3,5,9,6,3,2,3,4,151,193.8,188.7,2,2024-02-10,161.8037037037037
2598,12,4.333,3.333,3.333,3.0,1.667,2.333,1.667,1.667,32,18,18,15,6,9,6,6,14,162,180.4,175.7,2,2024-02-11,161.8037037037037
2598,13,1.667,2.333,2.0,0.333,0.333,0.333,0.333,0.333,6,9,7,2,2,2,2,2,4,156,208.3,203.0,2,2024-02-12,161.8037037037037
2598,14,1.333,2.0,1.0,2.0,2.0,3.667,2.0,2.667,5,7,4,7,7,22,7,12,9,136,194.8,189.9,2,2024-02-13,161.8037037037037
2598,15,3.0,2.333,0.667,1.0,0.667,0.667,0.333,1.0,15,9,3,4,3,3,2,4,5,141,184.1,179.5,2,2024-02-14,161.8037037037037
2598,16,1.0,0.333,0.667,0.667,0.667,0.667,1.333,0.667,4,2,3,3,3,3,5,3,3,150,178.3,173.9,2,2024-02-15,161.8037037037037
2598,17,1.0,0.0,0.667,1.333,2.0,1.333,0.0,0.667,4,0,3,5,7,5,0,3,3,139,168.8,164.8,2,2024-02-16,161.8037037037037
2598,18,1.0,0.333,0.0,1.333,1.667,0.667,1.333,2.0,4,2,0,5,6,3,5,7,4,113,169.9,165.9,2,2024-02-17,161.8037037037037
2598,19,3.333,1.667,1.0,1.333,1.0,0.333,0.333,0.0,18,6,4,5,4,2,2,0,5,100,156.5,152.9,2,2024-02-18,161.8037037037037
2598,20,0.0,0.0,0.0,0.0,0.333,0.0,0.333,0.333,0,0,0,0,2,0,2,2,1,73,152.1,148.6,2,2024-02-19,161.8037037037037
2598,21,0.333,0.667,2.0,1.667,2.0,1.333,1.0,2.333,2,3,7,6,7,5,4,9,5,54,152.6,149.2,2,2024-02-20,161.8037037037037
2598,22,0.667,0.0,0.667,0.667,0.667,1.333,1.333,0.333,3,0,3,3,3,5,5,2,3,49,169.9,166.2,2,2024-02-21,161.8037037037037
2598,23,1.667,1.333,1.667,1.667,1.0,1.0,1.333,1.0,6,5,6,6,4,4,5,4,5,56,173.3,169.6,2,2024-02-22,161.8037037037037
2598,24,0.0,0.0,0.333,1.0,1.333,0.667,0.333,0.667,0,0,2,4,5,3,2,3,2,104,172.9,169.2,2,2024-02-23,161.8037037037037
2598,25,0.667,0.333,0.667,1.0,2.0,2.333,2.0,2.333,3,2,3,4,7,9,7,9,6,108,179.2,175.5,2,2024-02-24,161.8037037037037
2598,26,2.333,3.0,2.0,2.0,3.0,1.667,2.667,2.667,9,15,7,7,15,6,12,12,10,115,180.8,177.1,2,2024-02-25,161.8037037037037
2598,27,3.0,3.0,2.333,2.667,2.333,1.333,1.333,2.0,15,15,9,12,9,5,5,7,10,132,171.7,168.3,2,2024-02-26,161.8037037037037
2599,1,3.667,4.333,3.0,0.667,1.0,1.0,3.0,1.0,22,32,15,3,4,4,15,4,12,120,168.3,165.1,2,2024-02-27,161.8037037037037
2599,2,1.0,1.333,1.667,2.0,0.667,0.667,1.0,1.0,4,5,6,7,3,3,4,4,4,130,179.1,175.7,2,2024-02-28,161.8037037037037
2599,3,0.333,0.0,1.0,1.333,1.667,1.0,0.333,0.667,2,0,4,5,6,4,2,3,3,126,164.1,161.1,2,2024-02-29,161.8037037037037
2599,4,2.667,2.667,2.333,1.0,1.333,1.667,1.333,0.667,12,12,9,4,5,6,5,3,7,117,152.8,150.1,2,2024-03-01,161.8037037037037
2599,5,2.333,1.333,0.667,0.667,1.667,0.333,0.333,0.667,9,5,3,3,6,2,2,3,4,96,152.3,149.7,2,2024-03-02,161.8037037037037
2599,6,2.667,0.667,0.333,3.333,5.0,5.667,6.333,4.0,12,3,2,18,48,67,94,27,34,102,145.5,143.1,2,2024-03-03,161.8037037037037
2599,7,4.0,2.333,2.0,1.333,1.333,1.0,1.0,2.333,27,9,7,5,5,4,4,9,9,109,139.9,137.6,2,2024-03-04,161.8037037037037
2599,8,2.667,1.0,2.0,1.333,1.667,1.0,1.667,0.333,12,4,7,5,6,4,6,2,6,110,141.5,139.2,2,2024-03-05,161.8037037037037
2599,9,0.667,3.0,1.0,1.667,1.667,1.333,0.0,0.333,3,15,4,6,6,5,0,2,5,100,136.0,133.9,2,2024-03-06,161.8037037037037
2599,10,2.333,1.333,2.333,2.667,2.0,2.667,3.667,3.0,9,5,9,12,7,12,22,15,11,96,136.6,134.5,2,2024-03-07,161.8037037037037
2599,11,2.667,3.0,2.0,0.667,1.667,0.667,1.667,3.667,12,15,7,3,6,3,6,22,9,102,129.0,127.2,2,2024-03-08,161.8037037037037
2599,12,4.0,3.0,2.333,2.0,1.667,1.333,2.667,1.667,27,15,9,7,6,5,12,6,11,96,134.5,132.6,2,2024-03-09,161.8037037037037
2599,13,1.667,1.333,1.667,2.333,1.667,2.0,2.333,0.667,6,5,6,9,6,7,9,3,6,77,127.0,125.3,2,2024-03-10,161.8037037037037
2599,14,1.333,1.0,2.0,1.0,0.667,1.0,0.0,0.667,5,4,7,4,3,4,0,3,4,74,126.7,125.1,2,2024-03-11,161.8037037037037
2599,15,2.333,0.333,1.0,1.333,1.333,1.667,0.333,0.0,9,2,4,5,5,6,2,0,4,83,130.5,128.9,2,2024-03-12,161.8037037037037
2599,16,1.0,0.333,3.333,2.0,2.333,3.0,2.0,0.667,4,2,18,7,9,15,7,3,8,81,128.3,126.8,2,2024-03-13,161.8037037037037
2599,17,0.667,2.333,1.333,1.667,1.0,1.667,1.667,3.0,3,9,5,6,4,6,6,15,7,68,127.1,125.7,2,2024-03-14,161.8037037037037
2599,18,3.333,2.333,2.0,1.333,1.333,0.667,0.333,0.333,18,9,7,5,5,3,2,2,6,52,129.0,127.7,2,2024-03-15,161.8037037037037
2599,19,0.333,0.0,0.333,0.0,0.667,0.667,0.333,0.0,2,0,2,0,3,3,2,0,2,62,144.1,142.6,2,2024-03-16,161.8037037037037
2599,20,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,73,151.3,149.8,2,2024-03-17,161.8037037037037
2599,21,0.0,0.0,0.333,0.0,0.667,0.667,2.0,2.667,0,0,2,0,3,3,7,12,3,120,177.4,175.8,2,2024-03-18,161.8037037037037
2599,22,2.667,2.0,2.0,2.0,1.333,1.0,1.333,1.333,12,7,7,7,5,4,5,5,6,132,168.9,167.5,2,2024-03-19,161.8037037037037
2599,23,1.333,0.333,1.333,0.667,0.333,0.0,1.0,2.333,5,2,5,3,2,0,4,9,4,123,175.5,174.1,2,2024-03-20,161.8037037037037
2599,24,3.0,2.333,3.0,2.0,4.333,4.667,4.333,4.0,15,9,15,7,32,39,32,27,22,159,196.9,195.5,2,2024-03-21,177.08395061728396
2599,25,3.333,3.0,2.667,3.333,1.0,1.333,0.667,0.333,18,15,12,18,4,5,3,2,10,163,197.6,196.2,2,2024-03-22,177.08395061728396
2599,26,2.667,4.667,4.0,3.333,4.0,3.667,4.667,5.667,12,39,27,18,27,22,39,67,31,154,210.7,209.3,2,2024-03-23,177.08395061728396
2599,27,4.333,3.333,3.333,3.667,6.0,8.333,6.667,4.0,32,18,18,22,80,236,111,27,68,161,195.1,194.0,2,2024-03-24,177.08395061728396
2600,1,4.333,5.0,4.0,4.333,4.0,3.333,2.0,1.667,32,48,27,32,27,18,7,6,25,163,190.1,189.1,2,2024-03-25,177.08395061728396
2600,2,3.0,2.667,0.667,3.0,2.0,2.0,2.667,2.667,15,12,3,15,7,7,12,12,10,138,178.2,177.4,2,2024-03-26,177.08395061728396
2600,3,3.0,1.333,2.333,1.333,0.667,0.667,1.0,1.333,15,5,9,5,3,3,4,5,6,113,174.6,173.9,2,2024-03-27,177.08395061728396
2600,4,2.0,1.333,1.333,1.667,2.667,1.667,2.0,2.333,7,5,5,6,12,6,7,9,7,98,172.7,172.1,2,2024-03-28,177.08395061728396
2600,5,1.667,1.667,1.667,1.333,1.333,0.667,0.333,0.333,6,6,6,5,5,3,2,2,4,79,167.3,166.8,2,2024-03-29,177.08395061728396
2600,6,0.0,0.0,0.333,0.667,1.333,1.667,1.0,1.667,0,0,2,3,5,6,4,6,3,51,139.6,139.3,2,2024-03-30,177.08395061728396
2600,7,3.667,2.0,2.333,1.333,1.0,1.333,1.0,2.333,22,7,9,5,4,5,4,9,8,63,133.6,133.4,2,2024-03-31,177.08395061728396
2600,8,1.667,3.333,3.667,1.667,1.667,2.0,2.333,1.333,6,18,22,6,6,7,9,5,10,31,120.4,120.3,2,2024-04-01,177.08395061728396
2600,9,1.0,1.667,1.333,2.667,2.0,2.0,1.667,1.0,4,6,5,12,7,7,6,4,6,36,112.8,112.7,2,2024-04-02,177.08395061728396
2600,10,2.667,2.333,1.333,0.667,1.667,1.667,0.667,0.333,12,9,5,3,6,6,3,2,6,37,111.7,111.7,2,2024-04-03,177.08395061728396
2600,11,0.0,0.667,2.0,2.667,2.667,3.0,3.0,3.333,0,3,7,12,12,15,15,18,10,49,113.7,113.8,2,2024-04-04,177.08395061728396
2600,12,2.0,3.333,2.667,2.667,2.0,2.333,2.333,2.333,7,18,12,12,7,9,9,9,10,78,120.5,120.6,2,2024-04-05,177.08395061728396
2600,13,3.0,2.667,3.0,1.667,2.0,1.333,1.667,2.0,15,12,15,6,7,5,6,7,9,80,122.9,123.1,2,2024-04-06,177.08395061728396
2600,14,1.333,1.333,0.667,1.333,2.0,2.333,1.667,2.0,5,5,3,5,7,9,6,7,6,83,124.6,124.9,2,2024-04-07,177.08395061728396
2600,15,2.333,2.667,3.333,1.333,0.333,1.333,0.333,0.0,9,12,18,5,2,5,2,0,7,78,124.8,125.2,2,2024-04-08,177.08395061728396
2600,16,0.333,2.333,3.333,1.667,2.333,1.667,2.0,2.667,2,9,18,6,9,6,7,12,9,56,124.4,124.8,2,2024-04-09,177.08395061728396
2600,17,2.667,1.667,1.333,1.667,1.333,2.667,2.0,1.333,12,6,5,6,5,12,7,5,7,56,131.2,131.8,2,2024-04-10,177.08395061728396
2600,18,2.0,2.667,0.333,0.667,1.0,1.0,0.667,1.0,7,12,2,3,4,4,3,4,5,91,143.7,144.4,2,2024-04-11,177.08395061728396
2600,19,1.333,2.333,1.333,1.0,1.0,0.667,0.667,1.333,5,9,5,4,4,3,3,5,5,87,151.5,152.3,2,2024-04-12,177.08395061728396
2600,20,1.333,2.0,0.333,0.333,1.667,1.667,1.0,1.667,5,7,2,2,6,6,4,6,5,121,161.0,161.9,2,2024-04-13,177.08395061728396
2600,21,1.667,0.0,1.333,1.333,1.333,1.333,1.333,1.667,6,0,5,5,5,5,5,6,5,150,178.4,179.5,2,2024-04-14,177.08395061728396
2600,22,1.333,1.333,0.333,1.333,0.667,2.0,2.333,2.667,5,5,2,5,3,7,9,12,6,171,191.9,193.2,2,2024-04-15,177.08395061728396
2600,23,4.0,3.333,4.0,3.333,3.333,4.667,5.333,5.0,27,18,27,18,18,39,56,48,31,185,198.7,200.2,2,2024-04-16,177.08395061728396
2600,24,3.0,1.0,0.667,1.333,0.667,1.667,1.333,2.0,15,4,3,5,3,6,5,7,6,211,216.5,218.2,2,2024-04-17,177.08395061728396
2600,25,1.333,0.333,0.333,0.667,0.667,0.667,0.333,1.667,5,2,2,3,3,3,2,6,3,224,226.9,228.8,2,2024-04-18,177.08395061728396
