bsr,db,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap,sn,f10.7obs,f10.7adj,d,epoch,f10.7_81
2569,24,2.333,4.0,2.333,1.667,1.667,3.0,3.0,1.333,9,27,9,6,6,15,15,5,12,48,93.9,90.8,2,2022-01-01,107.6604938271605
2569,25,3.0,1.667,1.333,1.333,1.0,2.333,2.333,3.333,15,6,5,5,4,9,9,18,9,27,89.0,86.0,2,2022-01-02,107.6604938271605
2569,26,2.0,4.0,3.333,3.0,2.0,1.333,1.667,2.0,7,27,18,15,7,5,6,7,12,10,84.0,81.3,2,2022-01-03,107.6604938271605
2569,27,2.333,3.0,0.667,1.333,0.667,0.0,0.333,0.333,9,15,3,5,3,0,2,2,5,10,85.5,82.7,2,2022-01-04,107.6604938271605
2570,1,0.667,2.333,0.0,0.0,0.667,1.333,0.0,0.0,3,9,0,0,3,5,0,0,2,23,83.7,81.0,2,2022-01-05,107.6604938271605
2570,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0,0,0,0,0,0,2,0,0,34,93.7,90.6,2,2022-01-06,107.6604938271605
2570,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,44,107.3,103.8,2,2022-01-07,107.6604938271605
2570,4,0.0,0.0,1.0,0.667,1.0,1.333,5.0,4.667,0,0,4,3,4,5,48,39,13,44,102.4,99.1,2,2022-01-08,107.6604938271605
2570,5,3.0,2.333,2.0,0.667,2.0,1.333,2.0,2.667,15,9,7,3,7,5,7,12,8,54,102.1,98.7,2,2022-01-09,107.6604938271605
2570,6,2.333,2.0,0.333,0.333,1.0,2.0,2.333,1.667,9,7,2,2,4,7,9,6,6,54,102.2,98.8,2,2022-01-10,107.6604938271605
2570,7,0.667,1.333,0.667,1.0,1.333,2.0,0.667,0.0,3,5,3,4,5,7,3,0,4,51,100.0,96.7,2,2022-01-11,107.6604938271605
2570,8,0.333,1.0,0.0,0.0,0.667,1.0,1.333,1.0,2,4,0,0,3,4,5,4,3,76,103.2,99.8,2,2022-01-12,107.6604938271605
2570,9,1.0,0.0,0.0,0.333,0.333,0.333,1.0,1.0,4,0,0,2,2,2,4,4,2,85,105.5,102.1,2,2022-01-13,107.6604938271605
2570,10,0.0,0.0,0.333,1.0,2.0,2.667,4.0,5.667,0,0,2,4,7,12,27,67,15,98,110.2,106.6,2,2022-01-14,107.6604938271605
2570,11,4.333,3.667,2.333,1.667,2.667,3.0,4.0,4.667,32,22,9,6,12,15,27,39,20,95,115.6,111.8,2,2022-01-15,107.6604938271605
2570,12,3.667,3.333,2.333,2.667,2.333,2.667,4.333,3.0,22,18,9,12,9,12,32,15,16,102,119.4,115.6,2,2022-01-16,107.6604938271605
2570,13,3.0,0.667,1.0,2.0,2.333,2.667,2.667,2.333,15,3,4,7,9,12,12,9,9,80,113.5,109.9,2,2022-01-17,107.6604938271605
2570,14,5.0,3.333,3.0,2.0,2.333,3.0,2.667,3.0,48,18,15,7,9,15,12,15,17,66,114.5,110.8,2,2022-01-18,107.6604938271605
2570,15,5.333,5.0,3.333,3.0,3.0,2.0,2.0,3.0,56,48,18,15,15,7,7,15,23,58,105.3,101.9,2,2022-01-19,107.6604938271605
2570,16,3.333,0.333,0.667,0.333,0.333,0.667,0.333,0.333,18,2,3,2,2,3,2,2,4,57,99.3,96.1,2,2022-01-20,107.6604938271605
2570,17,0.333,0.0,0.667,1.0,2.667,2.667,2.333,3.333,2,0,3,4,12,12,9,18,8,23,97.3,94.3,2,2022-01-21,107.6604938271605
2570,18,2.333,3.0,2.0,1.0,2.333,2.333,1.667,3.0,9,15,7,4,9,9,6,15,9,24,95.2,92.2,2,2022-01-22,107.6604938271605
2570,19,2.667,3.0,2.0,2.0,1.333,1.333,0.0,0.333,12,15,7,7,5,5,0,2,7,20,93.5,90.6,2,2022-01-23,107.6604938271605
2570,20,0.333,0.0,0.667,0.333,1.333,0.667,1.0,2.0,2,0,3,2,5,3,4,7,3,33,95.2,92.2,2,2022-01-24,107.6604938271605
2570,21,2.333,2.667,3.0,2.667,2.667,3.333,2.667,3.333,9,12,15,12,12,18,12,18,14,52,100.9,97.8,2,2022-01-25,107.6604938271605
2570,22,1.667,2.333,2.333,2.667,1.667,2.667,2.333,3.0,6,9,9,12,6,12,9,15,10,69,101.8,98.7,2,2022-01-26,107.6604938271605
2570,23,0.667,0.667,0.667,1.0,2.0,1.333,3.0,2.667,3,3,3,4,7,5,15,12,6,81,107.1,103.9,2,2022-01-27,107.6604938271605
2570,24,1.333,1.667,1.667,1.333,1.0,0.667,1.667,3.667,5,6,6,5,4,3,6,22,7,72,113.4,110.0,2,2022-01-28,107.6604938271605
2570,25,4.0,4.0,3.0,3.0,3.667,0.667,0.667,1.0,27,27,15,15,22,3,3,4,14,66,125.3,121.6,2,2022-01-29,107.6604938271605
2570,26,2.333,2.667,3.0,2.0,2.667,1.667,1.667,3.0,9,12,15,7,12,6,6,15,10,83,129.6,125.8,2,2022-01-30,107.6604938271605
2570,27,2.667,2.667,1.667,3.0,1.667,2.333,1.333,2.0,12,12,6,15,6,9,5,7,9,75,129.5,125.7,2,2022-01-31,107.6604938271605
2571,1,1.667,1.667,0.667,0.667,1.333,0.667,0.333,3.333,6,6,3,3,5,3,2,18,6,77,128.6,124.9,2,2022-02-01,107.6604938271605
2571,2,4.0,2.667,0.667,0.333,1.667,3.667,1.667,1.333,27,12,3,2,6,22,6,5,10,72,128.2,124.5,2,2022-02-02,107.6604938271605
2571,3,2.0,4.333,5.0,5.333,4.0,3.0,3.0,2.667,7,32,48,56,27,15,15,12,26,80,126.5,122.9,2,2022-02-03,107.6604938271605
2571,4,4.0,4.0,3.667,3.667,4.0,5.333,5.0,4.0,27,27,22,22,27,56,48,27,32,100,129.6,126.0,2,2022-02-04,107.6604938271605
2571,5,2.667,3.0,2.0,2.333,3.0,2.667,2.667,1.667,12,15,7,9,15,12,12,6,11,91,125.9,122.4,2,2022-02-05,107.6604938271605
2571,6,3.667,3.0,2.667,3.0,3.0,1.667,2.667,2.667,22,15,12,15,15,6,12,12,14,78,123.6,120.2,2,2022-02-06,107.6604938271605
2571,7,2.333,1.333,1.0,1.667,1.0,2.333,1.333,2.0,9,5,4,6,4,9,5,7,6,76,127.2,123.7,2,2022-02-07,107.6604938271605
2571,8,1.333,0.333,0.667,0.667,1.0,1.333,2.0,1.0,5,2,3,3,4,5,7,4,4,75,123.1,119.8,2,2022-02-08,107.6604938271605
2571,9,0.333,0.0,0.0,0.333,0.333,0.0,0.0,2.0,2,0,0,2,2,0,0,7,2,68,125.9,122.5,2,2022-02-09,107.6604938271605
2571,10,2.667,2.667,2.0,2.0,2.667,4.667,5.0,4.333,12,12,7,7,12,39,48,32,21,72,118.0,114.9,2,2022-02-10,107.6604938271605
2571,11,4.0,3.0,2.0,4.0,1.333,2.667,4.333,4.0,27,15,7,27,5,12,32,27,19,75,113.1,110.2,2,2022-02-11,107.6604938271605
2571,12,3.333,3.0,2.333,1.667,2.667,2.667,3.333,3.0,18,15,9,6,12,12,18,15,13,54,110.5,107.7,2,2022-02-12,107.6604938271605
2571,13,3.667,3.0,2.333,2.667,3.0,3.333,2.333,3.0,22,15,9,12,15,18,9,15,14,46,105.4,102.8,2,2022-02-13,107.6604938271605
2571,14,2.667,1.667,2.333,1.667,1.333,2.0,1.333,0.667,12,6,9,6,5,7,5,3,7,63,106.5,103.9,2,2022-02-14,107.6604938271605
2571,15,2.0,2.0,0.667,0.667,0.667,0.667,0.333,0.333,7,7,3,3,3,3,2,2,4,81,114.3,111.5,2,2022-02-15,107.6604938271605
2571,16,1.0,2.0,1.667,1.333,2.333,2.667,3.0,2.667,4,7,6,5,9,12,15,12,9,87,102.9,100.4,2,2022-02-16,107.6604938271605
2571,17,2.333,1.333,1.0,1.0,1.0,0.0,1.0,1.333,9,5,4,4,4,0,4,5,4,80,96.7,94.4,2,2022-02-17,107.6604938271605
2571,18,0.0,0.0,1.333,1.333,1.667,1.667,2.667,2.0,0,0,5,5,6,6,12,7,5,49,93.3,91.1,2,2022-02-18,107.6604938271605
2571,19,2.333,2.667,1.333,1.333,2.0,2.667,1.333,2.333,9,12,5,5,7,12,5,9,8,42,95.7,93.5,2,2022-02-19,107.6604938271605
2571,20,4.667,3.333,2.333,1.667,0.667,2.0,3.0,1.667,39,18,9,6,3,7,15,6,13,48,93.3,91.2,2,2022-02-20,107.6604938271605
2571,21,0.667,0.667,2.0,2.333,4.0,2.667,3.0,2.667,3,3,7,9,27,12,15,12,11,48,97.8,95.6,2,2022-02-21,107.6604938271605
2571,22,3.0,4.333,4.667,3.333,2.0,0.333,2.0,1.667,15,32,39,18,7,2,7,6,16,38,95.3,93.3,2,2022-02-22,107.6604938271605
2571,23,0.667,0.333,2.0,1.667,2.0,2.0,1.667,2.333,3,2,7,6,7,7,6,9,6,36,95.5,93.5,2,2022-02-23,107.6604938271605
2571,24,2.667,3.0,2.333,0.333,0.0,0.333,0.0,1.333,12,15,9,2,0,2,0,5,6,32,92.3,90.5,2,2022-02-24,107.6604938271605
2571,25,2.0,2.333,3.0,3.333,2.333,0.333,0.0,1.0,7,9,15,18,9,2,0,4,8,23,96.2,94.2,2,2022-02-25,107.6604938271605
2571,26,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0,0,3,2,0,0,0,0,1,25,96.5,94.7,2,2022-02-26,107.6604938271605
2571,27,0.667,1.667,3.667,3.333,3.0,3.0,2.0,1.333,3,6,22,18,15,15,7,5,11,32,96.9,95.1,2,2022-02-27,107.6604938271605
2572,1,1.667,2.333,1.333,2.0,2.0,1.667,2.0,1.333,6,9,5,7,7,6,7,5,6,56,99.0,97.1,2,2022-02-28,107.6604938271605
2572,2,2.0,2.0,2.333,2.0,2.333,1.667,2.333,1.667,7,7,9,7,9,6,9,6,8,72,99.3,97.5,2,2022-03-01,107.6604938271605
2572,3,0.667,0.667,0.667,1.667,0.667,0.667,0.333,1.0,3,3,3,6,3,3,2,4,3,78,109.5,107.6,2,2022-03-02,107.6604938271605
2572,4,0.333,0.667,0.333,0.333,1.0,1.333,2.0,2.333,2,3,2,2,4,5,7,9,4,88,110.9,109.0,2,2022-03-03,107.6604938271605
2572,5,3.333,2.667,2.0,1.667,1.333,2.0,2.333,3.333,18,12,7,6,5,7,9,18,10,87,113.1,111.2,2,2022-03-04,107.6604938271605
2572,6,3.333,1.667,1.667,3.667,4.667,4.0,4.667,5.333,18,6,6,22,39,27,39,56,27,85,120.1,118.2,2,2022-03-05,107.6604938271605
2572,7,4.667,3.0,4.667,3.0,3.333,1.0,1.667,2.333,39,15,39,15,18,4,6,9,18,79,115.7,113.9,2,2022-03-06,107.6604938271605
2572,8,2.333,2.333,0.667,1.333,3.0,2.333,2.0,1.333,9,9,3,5,15,9,7,5,8,89,118.3,116.5,2,2022-03-07,107.6604938271605
2572,9,2.667,2.333,0.333,0.667,0.667,0.0,1.333,2.0,12,9,2,3,3,0,5,7,5,91,115.3,113.6,2,2022-03-08,107.6604938271605
2572,10,2.667,0.667,0.667,1.0,1.0,0.667,0.333,1.667,12,3,3,4,4,3,2,6,5,89,114.8,113.1,2,2022-03-09,107.6604938271605
2572,11,1.667,0.667,1.333,1.333,1.333,2.333,3.667,2.333,6,3,5,5,5,9,22,9,8,94,127.1,125.4,2,2022-03-10,107.6604938271605
2572,12,4.0,3.333,4.0,2.333,3.0,3.0,3.0,4.333,27,18,27,9,15,15,15,32,20,91,126.5,124.9,2,2022-03-11,107.6604938271605
2572,13,4.667,4.333,2.333,1.0,1.0,0.333,1.0,1.333,39,32,9,4,4,2,4,5,12,91,124.7,123.1,2,2022-03-12,107.6604938271605
2572,14,1.333,0.667,0.333,4.0,5.667,5.333,5.667,6.333,5,3,2,27,67,56,67,94,40,85,122.9,121.4,2,2022-03-13,107.6604938271605
2572,15,5.667,2.667,1.667,1.667,1.667,2.0,0.667,1.0,67,12,6,6,6,7,3,4,14,84,114.9,113.6,2,2022-03-14,107.6604938271605
2572,16,1.0,1.333,0.667,0.333,1.667,2.0,1.333,3.0,4,5,3,2,6,7,5,15,6,75,110.4,109.2,2,2022-03-15,107.6604938271605
2572,17,0.667,0.0,0.667,1.333,2.0,2.0,2.333,2.0,3,0,3,5,7,7,9,7,5,62,106.6,105.5,2,2022-03-16,107.6604938271605
2572,18,2.0,2.0,1.667,1.667,0.667,0.667,0.333,0.667,7,7,6,6,3,3,2,3,5,50,102.8,101.8,2,2022-03-17,107.6604938271605
2572,19,2.0,0.0,0.0,0.0,0.667,0.667,0.667,0.333,7,0,0,0,3,3,3,2,2,35,97.8,96.8,2,2022-03-18,107.6604938271605
2572,20,0.667,0.333,2.0,1.667,0.333,0.667,1.333,2.0,3,2,7,6,2,3,5,7,4,36,94.4,93.5,2,2022-03-19,107.6604938271605
2572,21,3.0,3.333,2.0,1.0,0.667,1.0,0.667,2.667,15,18,7,4,3,4,3,12,8,52,94.9,94.1,2,2022-03-20,107.6604938271605
2572,22,2.0,0.0,0.333,0.333,0.667,0.667,0.667,1.0,7,0,2,2,3,3,3,4,3,51,97.7,97.0,2,2022-03-21,107.6604938271605
2572,23,2.0,2.667,1.333,0.333,1.667,1.667,3.333,2.333,7,12,5,2,6,6,18,9,8,47,105.9,105.2,2,2022-03-22,107.6604938271605
2572,24,2.0,1.0,1.667,1.333,1.667,2.0,1.667,0.667,7,4,6,5,6,7,6,3,6,49,105.6,104.9,2,2022-03-23,129.41481481481483
2572,25,3.333,2.667,1.333,2.333,3.333,2.333,1.0,1.667,18,12,5,9,18,9,4,6,10,51,111.6,110.9,2,2022-03-24,129.41481481481483
2572,26,3.0,2.667,1.333,2.0,2.0,1.667,1.667,0.667,15,12,5,7,7,6,6,3,8,51,112.4,111.8,2,2022-03-25,129.41481481481483
2572,27,2.0,0.333,0.667,1.333,0.333,2.0,3.0,2.0,7,2,3,5,2,7,15,7,6,61,118.7,118.1,2,2022-03-26,129.41481481481483
2573,1,1.667,2.0,2.0,3.333,2.667,4.0,4.0,3.333,6,7,7,18,12,27,27,18,15,96,130.3,129.7,2,2022-03-27,129.41481481481483
2573,2,4.0,3.667,1.333,1.0,1.0,0.667,0.667,1.0,27,22,5,4,4,3,3,4,9,137,156.0,155.4,2,2022-03-28,129.41481481481483
2573,3,1.0,2.0,1.667,1.333,1.667,2.667,2.333,2.333,4,7,6,5,6,12,9,9,7,142,149.2,148.7,2,2022-03-29,129.41481481481483
2573,4,0.0,0.667,0.667,1.667,0.333,2.0,2.0,3.333,0,3,3,6,2,7,7,18,6,115,151.3,151.0,2,2022-03-30,129.41481481481483
2573,5,4.667,4.667,3.667,3.667,4.667,4.333,2.333,2.333,39,39,22,22,39,32,9,9,26,124,239.5,239.0,2,2022-03-31,129.41481481481483
2573,6,3.0,3.0,2.667,3.333,4.0,2.667,2.333,2.333,15,15,12,18,27,12,9,9,15,130,146.6,146.4,2,2022-04-01,129.41481481481483
2573,7,3.667,4.667,4.0,1.667,2.333,2.667,4.333,2.667,22,39,27,6,9,12,32,12,20,121,143.3,143.2,2,2022-04-02,129.41481481481483
2573,8,3.0,1.333,1.0,0.333,1.667,2.667,2.333,2.0,15,5,4,2,6,12,9,7,8,118,140.2,140.2,2,2022-04-03,129.41481481481483
2573,9,3.667,3.667,2.667,2.0,1.667,2.0,2.333,0.333,22,22,12,7,6,7,9,2,11,82,128.0,128.0,2,2022-04-04,129.41481481481483
2573,10,1.333,2.0,2.0,1.667,1.333,1.333,1.333,1.0,5,7,7,6,5,5,5,4,6,86,122.4,122.5,2,2022-04-05,129.41481481481483
2573,11,2.667,1.0,1.333,1.333,1.0,1.667,1.0,1.333,12,4,5,5,4,6,4,5,6,74,117.0,117.1,2,2022-04-06,129.41481481481483
2573,12,1.333,3.667,2.667,2.667,2.0,2.333,2.0,2.667,5,22,12,12,7,9,7,12,11,57,111.1,111.3,2,2022-04-07,129.41481481481483
2573,13,3.333,2.333,1.667,0.667,1.0,1.333,1.667,2.0,18,9,6,3,4,5,6,7,7,53,108.9,109.2,2,2022-04-08,129.41481481481483
2573,14,3.667,3.667,3.667,2.667,3.333,3.667,2.667,0.667,22,22,22,12,18,22,12,3,17,38,107.1,107.5,2,2022-04-09,129.41481481481483
2573,15,2.333,6.667,5.333,3.667,2.333,2.0,2.0,2.667,9,111,56,22,9,7,7,12,29,21,101.1,101.4,2,2022-04-10,129.41481481481483
2573,16,3.667,3.667,2.667,2.333,1.667,1.333,2.0,1.0,22,22,12,9,6,5,7,4,11,11,98.7,99.2,2,2022-04-11,129.41481481481483
2573,17,2.0,1.0,0.0,2.0,3.333,3.667,3.0,2.667,7,4,0,7,18,22,15,12,11,14,96.2,96.7,2,2022-04-12,129.41481481481483
2573,18,3.0,3.0,3.333,1.667,1.0,0.0,0.0,1.667,15,15,18,6,4,0,0,6,8,33,98.7,99.2,2,2022-04-13,129.41481481481483
2573,19,3.333,3.333,4.0,4.667,4.333,6.0,5.667,4.333,18,18,27,39,32,80,67,32,39,41,103.4,104.0,2,2022-04-14,129.41481481481483
2573,20,5.0,4.333,3.0,4.0,4.0,3.667,2.0,2.333,48,32,15,27,27,22,7,9,23,46,110.3,111.0,2,2022-04-15,129.41481481481483
2573,21,1.667,1.333,1.333,1.0,2.667,2.333,1.667,2.333,6,5,5,4,12,9,6,9,7,64,122.4,123.3,2,2022-04-16,129.41481481481483
2573,22,2.667,3.0,2.0,1.667,2.667,3.0,1.667,2.0,12,15,7,6,12,15,6,7,10,86,134.9,135.9,2,2022-04-17,129.41481481481483
2573,23,1.333,2.333,2.333,2.0,1.0,2.333,3.333,1.667,5,9,9,7,4,9,18,6,8,100,140.5,141.6,2,2022-04-18,129.41481481481483
2573,24,3.0,2.333,1.333,1.333,2.0,1.0,0.333,0.667,15,9,5,5,7,4,2,3,6,95,160.1,161.5,2,2022-04-19,129.41481481481483
2573,25,3.0,1.333,2.0,1.333,0.333,1.333,2.0,3.333,15,5,7,5,2,5,7,18,8,99,165.5,167.0,2,2022-04-20,129.41481481481483
2573,26,2.667,2.667,3.0,1.667,2.667,1.667,1.667,1.333,12,12,15,6,12,6,6,5,9,113,164.4,166.0,2,2022-04-21,129.41481481481483
2573,27,1.333,2.333,0.667,1.333,1.667,2.0,2.0,1.333,5,9,3,5,6,7,7,5,6,111,162.5,164.2,2,2022-04-22,129.41481481481483
2574,1,2.0,1.667,1.333,3.333,3.0,2.333,2.667,3.333,7,6,5,18,15,9,12,18,11,126,159.8,161.6,2,2022-04-23,129.41481481481483
2574,2,2.0,2.0,2.0,0.667,0.667,1.333,1.0,0.0,7,7,7,3,3,5,4,0,4,129,158.5,160.3,2,2022-04-24,129.41481481481483
2574,3,0.0,0.333,1.0,1.667,1.0,1.0,1.667,0.667,0,2,4,6,4,4,6,3,4,119,156.6,158.5,2,2022-04-25,129.41481481481483
2574,4,0.0,0.0,0.667,0.333,1.0,1.0,0.333,0.333,0,0,3,2,4,4,2,2,2,132,148.9,150.8,2,2022-04-26,129.41481481481483
2574,5,1.333,1.667,1.333,1.0,5.0,4.333,3.0,3.667,5,6,5,4,48,32,15,22,17,133,141.5,143.4,2,2022-04-27,129.41481481481483
2574,6,3.667,3.333,3.333,1.667,2.0,2.667,3.0,3.0,22,18,18,6,7,12,15,15,14,134,132.2,134.1,2,2022-04-28,129.41481481481483
2574,7,3.333,3.667,2.0,2.0,2.667,2.333,2.667,2.0,18,22,7,7,12,9,12,7,12,105,123.5,125.3,2,2022-04-29,129.41481481481483
2574,8,4.333,4.0,3.0,2.333,2.0,3.0,1.667,2.0,32,27,15,9,7,15,6,7,15,50,119.7,121.5,2,2022-04-30,129.41481481481483
2574,9,3.0,2.667,2.333,1.333,1.667,1.333,1.667,1.667,15,12,9,5,6,5,6,6,8,36,109.0,110.6,2,2022-05-01,129.41481481481483
2574,10,2.667,1.0,0.667,0.0,0.333,1.333,1.667,0.667,12,4,3,0,2,5,6,3,4,32,111.9,113.7,2,2022-05-02,129.41481481481483
2574,11,1.667,1.667,1.667,1.0,1.667,1.0,1.0,2.333,6,6,6,4,6,4,4,9,6,76,113.8,115.6,2,2022-05-03,129.41481481481483
2574,12,1.667,1.667,2.0,1.667,1.333,0.333,1.0,2.0,6,6,7,6,5,2,4,7,5,77,130.1,132.3,2,2022-05-04,129.41481481481483
2574,13,0.333,1.333,1.0,0.0,0.667,1.333,1.0,0.667,2,5,4,0,3,5,4,3,3,78,119.9,122.0,2,2022-05-05,129.41481481481483
2574,14,0.0,0.333,1.667,1.0,1.0,1.333,1.0,0.333,0,2,6,4,4,5,4,2,3,76,119.2,121.3,2,2022-05-06,129.41481481481483
2574,15,0.0,0.0,0.0,0.333,0.667,0.333,0.0,1.0,0,0,0,2,3,2,0,4,1,64,118.1,120.2,2,2022-05-07,129.41481481481483
2574,16,1.667,1.0,1.0,1.333,2.0,1.667,1.0,1.667,6,4,4,5,7,6,4,6,5,80,119.2,121.4,2,2022-05-08,129.41481481481483
2574,17,2.333,3.0,2.0,1.333,1.333,1.0,1.0,0.333,9,15,7,5,5,4,4,2,6,71,117.0,119.3,2,2022-05-09,129.41481481481483
2574,18,0.0,0.333,0.0,0.0,1.333,1.333,0.333,1.0,0,2,0,0,5,5,2,4,2,57,115.8,118.1,2,2022-05-10,129.41481481481483
2574,19,1.333,1.0,0.667,0.333,1.0,2.0,2.0,2.0,5,4,3,2,4,7,7,7,5,80,132.9,135.6,2,2022-05-11,129.41481481481483
2574,20,2.0,2.0,1.0,0.333,2.667,2.667,2.667,1.333,7,7,4,2,12,12,12,5,8,112,133.0,135.7,2,2022-05-12,129.41481481481483
2574,21,2.0,0.667,1.0,1.333,1.667,1.0,2.333,2.667,7,3,4,5,6,4,9,12,6,125,149.5,152.6,2,2022-05-13,129.41481481481483
2574,22,1.667,1.0,1.0,1.0,1.0,2.667,2.333,2.0,6,4,4,4,4,12,9,7,6,131,152.7,155.9,2,2022-05-14,129.41481481481483
2574,23,3.333,3.333,2.333,1.667,2.0,2.333,1.667,0.667,18,18,9,6,7,9,6,3,10,145,153.6,156.9,2,2022-05-15,129.41481481481483
2574,24,1.333,3.0,3.0,2.667,2.0,2.0,2.0,0.667,5,15,15,12,7,7,7,3,9,149,161.7,165.3,2,2022-05-16,129.41481481481483
2574,25,0.667,2.667,3.0,2.667,3.333,2.0,2.333,2.0,3,12,15,12,18,7,9,7,10,146,170.8,174.7,2,2022-05-17,129.41481481481483
2574,26,3.0,1.667,0.333,1.333,0.667,1.0,1.0,2.0,15,6,2,5,3,4,4,7,6,131,179.9,184.0,2,2022-05-18,129.41481481481483
2574,27,2.333,2.667,2.667,1.333,2.0,1.667,2.0,2.333,9,12,12,5,7,6,7,9,8,144,173.2,177.3,2,2022-05-19,129.41481481481483
2575,1,1.333,2.667,1.667,2.333,2.0,3.667,2.333,3.0,5,12,6,9,7,22,9,15,11,132,165.5,169.5,2,2022-05-20,129.41481481481483
2575,2,2.667,2.667,2.0,1.0,3.0,3.667,2.333,0.667,12,12,7,4,15,22,9,3,10,154,166.7,170.8,2,2022-05-21,129.41481481481483
2575,3,3.667,3.0,3.0,2.0,2.333,1.667,1.333,0.667,22,15,15,7,9,6,5,3,10,162,164.7,168.8,2,2022-05-22,129.41481481481483
2575,4,1.333,1.0,2.333,2.0,0.333,0.333,0.0,0.0,5,4,9,7,2,2,0,0,4,144,158.2,162.2,2,2022-05-23,129.41481481481483
2575,5,0.667,1.333,0.0,1.0,1.667,0.333,0.333,0.667,3,5,0,4,6,2,2,3,3,132,146.9,150.6,2,2022-05-24,129.41481481481483
2575,6,1.667,2.333,1.667,1.667,0.333,1.333,1.333,1.667,6,9,6,6,2,5,5,6,6,106,136.5,140.1,2,2022-05-25,129.41481481481483
2575,7,0.667,1.333,0.667,1.0,1.0,1.0,1.0,0.667,3,5,3,4,4,4,4,3,4,81,122.7,126.0,2,2022-05-26,129.41481481481483
2575,8,0.333,0.667,1.333,2.333,5.0,4.333,3.0,4.0,2,3,5,9,48,32,15,27,18,59,113.6,116.7,2,2022-05-27,129.41481481481483
2575,9,5.0,5.0,4.667,3.0,2.333,1.667,0.667,2.0,48,48,39,15,9,6,3,7,22,42,101.8,104.5,2,2022-05-28,129.41481481481483
2575,10,3.0,3.0,3.333,2.333,3.0,3.667,3.0,3.0,15,15,18,9,15,22,15,15,16,43,98.4,101.1,2,2022-05-29,129.41481481481483
2575,11,3.0,2.333,1.667,1.333,1.0,1.667,2.333,2.333,15,9,6,5,4,6,9,9,8,58,100.6,103.4,2,2022-05-30,129.41481481481483
2575,12,3.333,2.0,1.667,1.333,2.0,2.0,2.667,1.667,18,7,6,5,7,7,12,6,8,69,98.0,100.7,2,2022-05-31,129.41481481481483
2575,13,2.0,2.0,1.333,1.333,0.667,1.0,0.333,1.0,7,7,5,5,3,4,2,4,5,62,104.2,107.1,2,2022-06-01,129.41481481481483
2575,14,0.333,0.333,0.333,1.0,1.333,1.0,1.333,1.667,2,2,2,4,5,4,5,6,4,59,100.9,103.8,2,2022-06-02,129.41481481481483
2575,15,1.0,0.667,1.0,0.667,0.667,0.667,0.667,1.333,4,3,4,3,3,3,3,5,4,56,100.7,103.6,2,2022-06-03,129.41481481481483
2575,16,0.333,0.667,1.0,0.333,0.333,0.667,0.667,0.333,2,3,4,2,2,3,3,2,3,66,100.9,103.9,2,2022-06-04,129.41481481481483
2575,17,0.333,0.667,0.667,1.0,1.0,1.0,1.667,0.667,2,3,3,4,4,4,6,3,4,49,98.7,101.6,2,2022-06-05,129.41481481481483
2575,18,1.667,1.333,1.333,3.0,2.333,2.0,2.667,2.667,6,5,5,15,9,7,12,12,9,32,96.4,99.3,2,2022-06-06,129.41481481481483
2575,19,2.0,2.333,1.333,2.333,1.0,1.333,1.0,2.333,7,9,5,9,4,5,4,9,6,7,98.4,101.3,2,2022-06-07,129.41481481481483
2575,20,2.0,0.0,0.667,1.667,0.333,0.333,2.0,1.0,7,0,3,6,2,2,7,4,4,3,99.9,102.9,2,2022-06-08,129.41481481481483
2575,21,1.333,1.333,0.667,1.0,1.333,1.0,1.0,1.333,5,5,3,4,5,4,4,5,4,21,106.4,109.6,2,2022-06-09,129.41481481481483
2575,22,2.0,0.667,0.333,1.333,1.667,0.667,0.333,0.333,7,3,2,5,6,3,2,2,4,46,110.5,113.9,2,2022-06-10,129.41481481481483
2575,23,2.0,2.0,3.0,1.0,1.333,1.667,1.333,1.667,7,7,15,4,5,6,5,6,7,39,112.1,115.6,2,2022-06-11,129.41481481481483
2575,24,1.333,2.0,1.667,2.333,2.667,3.0,2.333,1.667,5,7,6,9,12,15,9,6,9,53,121.3,125.1,2,2022-06-12,122.25185185185182
2575,25,3.667,4.667,2.333,1.667,2.0,2.667,2.0,1.667,22,39,9,6,7,12,7,6,14,94,131.5,135.6,2,2022-06-13,122.25185185185182
2575,26,1.667,1.667,1.667,1.333,1.667,1.667,2.0,2.333,6,6,6,5,6,6,7,9,6,123,145.5,150.1,2,2022-06-14,122.25185185185182
2575,27,1.667,3.333,3.667,3.0,4.333,4.0,1.667,2.0,6,18,22,15,32,27,6,7,17,148,140.0,144.5,2,2022-06-15,122.25185185185182
2576,1,1.333,2.333,2.333,2.333,3.0,2.0,2.0,3.667,5,9,9,9,15,7,7,22,10,150,146.7,151.4,2,2022-06-16,122.25185185185182
2576,2,3.0,2.333,2.333,3.0,3.0,2.333,3.333,2.333,15,9,9,15,15,9,18,9,12,152,148.9,153.7,2,2022-06-17,122.25185185185182
2576,3,3.333,2.667,1.667,2.333,0.667,1.667,3.0,4.333,18,12,6,9,3,6,15,32,13,147,140.2,144.7,2,2022-06-18,122.25185185185182
